Sample	Population code	Population	Superpopulation code	Superpopulation	Source	Latitude	Longitude	Region	Sample Alias	Country	Town	Single_Ancestry
HGDP00632		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00634		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00635		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00636		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00637		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00638		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00639		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00640		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00641		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00642		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00643		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00644		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00645		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00646		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00647		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00648		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00649		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00650		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST	LP6005441-DNA_F02	Israel(Negev)		1
HGDP00651		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00653		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00654		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00655		Bougainville	OCE	Oceanian	HGDP	-6	155	OCEANIA				1
HGDP00656		Bougainville	OCE	Oceanian	HGDP	-6	155	OCEANIA	LP6005441-DNA_A03	PapuaNewGuinea	Bougainville_Island	1
HGDP00660		Bougainville	OCE	Oceanian	HGDP	-6	155	OCEANIA	LP6005441-DNA_B03	PapuaNewGuinea	Bougainville_Island	1
HGDP00661		Bougainville	OCE	Oceanian	HGDP	-6	155	OCEANIA				1
HGDP00662		Bougainville	OCE	Oceanian	HGDP	-6	155	OCEANIA				1
HGDP00663		Bougainville	OCE	Oceanian	HGDP	-6	155	OCEANIA				1
HGDP00664		Bougainville	OCE	Oceanian	HGDP	-6	155	OCEANIA				1
HGDP00665		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP00666		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP00667		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP00668		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP00669		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP00670		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP00671		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP00672		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP00673		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP00674		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP00675		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00676		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00677		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00678		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00679		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00680		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00682		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00683		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00684		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00685		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00686		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00687		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00688		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00689		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00690		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00691		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00692		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00693		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00694		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00696		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00697		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00698		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00699		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00700		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00701		Bedouin	WAS	West Asian	HGDP	31	35	MIDDLE_EAST				1
HGDP00703		Colombian	AMR	American	HGDP	3	-68	AMERICA				0
HGDP00704		Colombian	AMR	American	HGDP	3	-68	AMERICA				1
HGDP00708		Colombian	AMR	American	HGDP	3	-68	AMERICA				1
HGDP00710		Colombian	AMR	American	HGDP	3	-68	AMERICA				1
HGDP00711		Cambodian	EAS	East Asian	HGDP	12	105	EAST_ASIA				1
HGDP00712		Cambodian	EAS	East Asian	HGDP	12	105	EAST_ASIA				1
HGDP00713		Cambodian	EAS	East Asian	HGDP	12	105	EAST_ASIA	LP6005441-DNA_H03	Cambodia		1
HGDP00714		Cambodian	EAS	East Asian	HGDP	12	105	EAST_ASIA				1
HGDP00715		Cambodian	EAS	East Asian	HGDP	12	105	EAST_ASIA				1
HGDP00716		Cambodian	EAS	East Asian	HGDP	12	105	EAST_ASIA				1
HGDP00717		Cambodian	EAS	East Asian	HGDP	12	105	EAST_ASIA	LP6005441-DNA_G03	Cambodia		1
HGDP00719		Cambodian	EAS	East Asian	HGDP	12	105	EAST_ASIA				1
HGDP00721		Cambodian	EAS	East Asian	HGDP	12	105	EAST_ASIA				1
HGDP00722		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST	LP6005592-DNA_B03	Israel(Central)		1
HGDP00723		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00724		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00725		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST	LP6005441-DNA_G09	Israel(Central)		1
HGDP00726		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00727		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00729		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00730		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00731		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00732		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00733		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00734		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00735		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00736		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00737		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST	LP6005441-DNA_H09	Israel(Central)		1
HGDP00738		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00739		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00740		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00741		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00744		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00745		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00746		Palestinian	WAS	West Asian	HGDP	32	35	MIDDLE_EAST				1
HGDP00747		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00748		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00749		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA	LP6005441-DNA_C06	Japan		1
HGDP00750		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00751		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00752		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00753		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00754		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00755		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00756		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00757		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00758		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00759		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00760		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00761		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00762		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00764		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00765		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00766		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00767		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00769		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00771		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00772		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00773		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA	LP6005441-DNA_D06	Japan		1
HGDP00774		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00775		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA	SS6004469	China		1
HGDP00776		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00777		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00778		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00779		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00780		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00781		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00782		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00783		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA	LP6005441-DNA_D05	China		1
HGDP00784		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00785		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA	LP6005441-DNA_C05	China		1
HGDP00786		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00787		Bougainville	OCE	Oceanian	HGDP	-6	155	OCEANIA				1
HGDP00788		Bougainville	OCE	Oceanian	HGDP	-6	155	OCEANIA				1
HGDP00790		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00791		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00794		Orcadian	EUR	European	HGDP	59	-3	EUROPE				1
HGDP00795		Orcadian	EUR	European	HGDP	59	-3	EUROPE				1
HGDP00796		Orcadian	EUR	European	HGDP	59	-3	EUROPE	LP6005441-DNA_D09	OrkneyIslands		1
HGDP00797		Orcadian	EUR	European	HGDP	59	-3	EUROPE				1
HGDP00798		Orcadian	EUR	European	HGDP	59	-3	EUROPE	LP6005441-DNA_C09	OrkneyIslands		1
HGDP00799		Orcadian	EUR	European	HGDP	59	-3	EUROPE				1
HGDP00800		Orcadian	EUR	European	HGDP	59	-3	EUROPE				1
HGDP00802		Orcadian	EUR	European	HGDP	59	-3	EUROPE				1
HGDP00803		Orcadian	EUR	European	HGDP	59	-3	EUROPE				1
HGDP00804		Orcadian	EUR	European	HGDP	59	-3	EUROPE				1
HGDP00805		Orcadian	EUR	European	HGDP	59	-3	EUROPE				1
HGDP00806		Orcadian	EUR	European	HGDP	59	-3	EUROPE				1
HGDP00807		Orcadian	EUR	European	HGDP	59	-3	EUROPE				1
HGDP00808		Orcadian	EUR	European	HGDP	59	-3	EUROPE				1
HGDP00810		Orcadian	EUR	European	HGDP	59	-3	EUROPE				1
HGDP00811		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00812		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00813		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00814		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00815		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00817		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00818		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00819		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00820		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00821		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00822		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00828		Japanese	EAS	East Asian	HGDP	37.5	139	EAST_ASIA				1
HGDP00832		Surui	AMR	American	HGDP	-11	-62	AMERICA				1
HGDP00837		Surui	AMR	American	HGDP	-11	-62	AMERICA				1
HGDP00838		Surui	AMR	American	HGDP	-11	-62	AMERICA				1
HGDP00843		Surui	AMR	American	HGDP	-11	-62	AMERICA				1
HGDP00845		Surui	AMR	American	HGDP	-11	-62	AMERICA				1
HGDP00846		Surui	AMR	American	HGDP	-11	-62	AMERICA	LP6005441-DNA_A12	Brazil		1
HGDP00849		Surui	AMR	American	HGDP	-11	-62	AMERICA				1
HGDP00852		Surui	AMR	American	HGDP	-11	-62	AMERICA	LP6005441-DNA_B12	Brazil		1
HGDP00854		Maya	AMR	American	HGDP	19	-91	AMERICA				0
HGDP00855		Maya	AMR	American	HGDP	19	-91	AMERICA	LP6005441-DNA_G07	Mexico		1
HGDP00856		Maya	AMR	American	HGDP	19	-91	AMERICA				1
HGDP00857		Maya	AMR	American	HGDP	19	-91	AMERICA	LP6005441-DNA_H07	Mexico		1
HGDP00858		Maya	AMR	American	HGDP	19	-91	AMERICA				0
HGDP00859		Maya	AMR	American	HGDP	19	-91	AMERICA				0
HGDP00860		Maya	AMR	American	HGDP	19	-91	AMERICA				0
HGDP00861		Maya	AMR	American	HGDP	19	-91	AMERICA				0
HGDP00862		Maya	AMR	American	HGDP	19	-91	AMERICA				0
HGDP00863		Maya	AMR	American	HGDP	19	-91	AMERICA				0
HGDP00864		Maya	AMR	American	HGDP	19	-91	AMERICA				1
HGDP00865		Maya	AMR	American	HGDP	19	-91	AMERICA				1
HGDP00868		Maya	AMR	American	HGDP	19	-91	AMERICA				0
HGDP00869		Maya	AMR	American	HGDP	19	-91	AMERICA				0
HGDP00870		Maya	AMR	American	HGDP	19	-91	AMERICA				0
HGDP00871		Maya	AMR	American	HGDP	19	-91	AMERICA				0
HGDP00872		Maya	AMR	American	HGDP	19	-91	AMERICA				1
HGDP00873		Maya	AMR	American	HGDP	19	-91	AMERICA				1
HGDP00875		Maya	AMR	American	HGDP	19	-91	AMERICA				0
HGDP00876		Maya	AMR	American	HGDP	19	-91	AMERICA				0
HGDP00877		Maya	AMR	American	HGDP	19	-91	AMERICA				0
HGDP00879		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00880		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00881		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00882		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00883		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00884		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00885		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00886		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00887		Russian	EUR	European	HGDP	61	40	EUROPE	LP6005441-DNA_G10	Russia	Vologda Administrative Region	1
HGDP00888		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00889		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00890		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00891		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00892		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00893		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00894		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00895		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00896		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00897		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00898		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00899		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00900		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00901		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00902		Russian	EUR	European	HGDP	61	40	EUROPE				1
HGDP00903		Russian	EUR	European	HGDP	61	40	EUROPE	LP6005441-DNA_H10	Russia	Vologda Administrative Region	1
HGDP00904		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP00905		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP00906		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP00907		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP00908		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP00909		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP00910		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP00911		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP00912		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP00913		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP00914		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP00915		Mandenka	AFR	African	HGDP	12	-12	AFRICA	LP6005441-DNA_F07	Senegal		1
HGDP00917		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP00918		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP00920		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00924		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00925		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00926		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00927		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00928		Yoruba	AFR	African	HGDP	8	5	AFRICA	LP6005442-DNA_B02	Nigeria		1
HGDP00929		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00930		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00931		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00932		Yoruba	AFR	African	HGDP	8	5	AFRICA	LP6005442-DNA_A02	Nigeria		1
HGDP00933		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00934		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00935		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00936		Yoruba	AFR	African	HGDP	7.4	3.9	AFRICA	SS6004475	Nigeria		1
HGDP00937		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00938		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00939		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00940		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00941		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00942		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00943		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00944		Yoruba	AFR	African	HGDP	8	5	AFRICA				1
HGDP00945		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00946		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00947		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00948		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00949		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00950		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00951		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA	LP6005443-DNA_D02	Russia		1
HGDP00952		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00953		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00954		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00955		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00956		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA	LP6005442-DNA_F01	Russia		1
HGDP00957		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00958		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00959		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00960		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00961		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00962		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00963		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00964		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00965		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00966		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00967		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00968		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00969		Yakut	EAS	East Asian	HGDP	63	129.5	EAST_ASIA				1
HGDP00970		Colombian	AMR	American	HGDP	3	-68	AMERICA				1
HGDP00971		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00972		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00973		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00974		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00975		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00976		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00977		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP00982		Mbuti	AFR	African	HGDP	1	29	AFRICA	SS6004471	Congo		1
HGDP00984		Mbuti	AFR	African	HGDP	1	29	AFRICA				1
HGDP00985		Biaka	AFR	African	HGDP	4	17	AFRICA				1
HGDP00986		Biaka	AFR	African	HGDP	4	17	AFRICA				1
HGDP00987		San	AFR	African	HGDP	-21	20	AFRICA	LP6005441-DNA_B11	Namibia		1
HGDP00991		San	AFR	African	HGDP	-21	20	AFRICA	LP6005443-DNA_G08	Namibia		1
HGDP00992		San	AFR	African	HGDP	-21	20	AFRICA				1
HGDP00993		BantuSouthAfrica	AFR	African	HGDP	-25.6	24.25	AFRICA				1
HGDP00994		BantuSouthAfrica	AFR	African	HGDP	-25.6	24.25	AFRICA				1
HGDP00995		Karitiana	AMR	American	HGDP	-10	-63	AMERICA				1
HGDP00998		Karitiana	AMR	American	HGDP	-10	-63	AMERICA				1
HGDP00999		Karitiana	AMR	American	HGDP	-10	-63	AMERICA				1
HGDP01001		Karitiana	AMR	American	HGDP	-10	-63	AMERICA				1
HGDP01009		Karitiana	AMR	American	HGDP	-10	-63	AMERICA				1
HGDP01010		Karitiana	AMR	American	HGDP	-10	-63	AMERICA				1
HGDP01012		Karitiana	AMR	American	HGDP	-10	-63	AMERICA	LP6005441-DNA_G06	Brazil		1
HGDP01013		Karitiana	AMR	American	HGDP	-10	-63	AMERICA				1
HGDP01014		Karitiana	AMR	American	HGDP	-10	-63	AMERICA				1
HGDP01015		Karitiana	AMR	American	HGDP	-10	-63	AMERICA	SS6004476	Brazil		1
HGDP01018		Karitiana	AMR	American	HGDP	-10	-63	AMERICA	LP6005441-DNA_H06	Brazil		1
HGDP01019		Karitiana	AMR	American	HGDP	-10	-63	AMERICA				1
HGDP01021		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP01023		Han	EAS	East Asian	HGDP	32.3	114	EAST_ASIA				1
HGDP01027		Bougainville	OCE	Oceanian	HGDP	-6	155	OCEANIA				1
HGDP01029		San	AFR	African	HGDP	-21	20	AFRICA				1
HGDP01031		BantuSouthAfrica	AFR	African	HGDP	-25.6	24.25	AFRICA				1
HGDP01032		San	AFR	African	HGDP	-21	20	AFRICA	LP6005441-DNA_A11	Namibia		1
HGDP01033		BantuSouthAfrica	AFR	African	HGDP	-25.6	24.25	AFRICA				1
HGDP01036		San	AFR	African	HGDP	-18.93725689	21.45244764	AFRICA	SS6004473	Namibia		1
HGDP01037		Pima	AMR	American	HGDP	29	-108	AMERICA				1
HGDP01041		Pima	AMR	American	HGDP	29	-108	AMERICA				1
HGDP01043		Pima	AMR	American	HGDP	29	-108	AMERICA				1
HGDP01044		Pima	AMR	American	HGDP	29	-108	AMERICA	LP6005441-DNA_F10	Mexico		1
HGDP01047		Pima	AMR	American	HGDP	29	-108	AMERICA	LP6005441-DNA_E10	Mexico		1
HGDP01050		Pima	AMR	American	HGDP	29	-108	AMERICA				1
HGDP01053		Pima	AMR	American	HGDP	29	-108	AMERICA				1
HGDP01055		Pima	AMR	American	HGDP	29	-108	AMERICA				0
HGDP01056		Pima	AMR	American	HGDP	29	-108	AMERICA				1
HGDP01057		Pima	AMR	American	HGDP	29	-108	AMERICA				1
HGDP01058		Pima	AMR	American	HGDP	29	-108	AMERICA				1
HGDP01059		Pima	AMR	American	HGDP	29	-108	AMERICA				1
HGDP01060		Pima	AMR	American	HGDP	29	-108	AMERICA				1
HGDP01062		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP01063		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP01064		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
